CARD000000000,200.0,10000000001,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000002,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000003,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000004,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000005,-73.9385,40.6643,MERCHANT3,1.0
CARD000000002,200.0,10000000006,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000007,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000008,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000009,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000010,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000011,-73.9385,40.6643,MERCHANT4,1.0
CARD000000002,200.0,10000000012,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000001,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000002,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000003,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000004,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000005,-73.9385,40.6643,MERCHANT3,1.0
CARD000000002,200.0,10000000006,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000007,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000008,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000009,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000010,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000011,-73.9385,40.6643,MERCHANT4,1.0
CARD000000002,200.0,10000000012,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000001,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000002,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000003,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000004,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000005,-73.9385,40.6643,MERCHANT3,1.0
CARD000000002,200.0,10000000006,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000007,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000008,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000009,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000010,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000011,-73.9385,40.6643,MERCHANT4,1.0
CARD000000002,200.0,10000000012,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000001,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000002,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000003,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000004,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000005,-73.9385,40.6643,MERCHANT3,1.0
CARD000000002,200.0,10000000006,-73.9385,40.6643,MERCHANT0,0.0
CARD000000000,200.0,10000000007,-3.70325,40.4167,MERCHANT0,0.0
CARD000000000,200.0,10000000008,-73.9385,40.6643,MERCHANT1,0.0
CARD000000000,200.0,10000000009,-73.9385,40.6643,MERCHANT3,1.0
CARD000000001,200.0,10000000010,-3.70325,40.4167,MERCHANT3,0.0
CARD000000001,200.0,10000000011,-73.9385,40.6643,MERCHANT4,1.0
CARD000000002,200.0,10000000012,-73.9385,40.6643,MERCHANT0,0.0
